Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MFV,MFS Special Value Trust,6.405,$46M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mfv
MG,Mistras Group Inc,14.28,$412.91M,2009,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/mg
MGA,"Magna International, Inc.",55.48,$16.97B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mga
MGF,MFS Government Markets Income Trust,4.58,$149.31M,1987,n/a,n/a,https://old.nasdaq.com/symbol/mgf
MGM,MGM Resorts International,32.95,$16.97B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mgm
MGP,MGM Growth Properties LLC,29.27,$9.18B,2016,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mgp
MGR,"Affiliated Managers Group, Inc.",26.6,n/a,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,25.4,$316.69M,2005,n/a,n/a,https://old.nasdaq.com/symbol/mgu
MGY,Magnolia Oil & Gas Corporation,12.2,$3.16B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
MH^A,"Maiden Holdings, Ltd.",5.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",5.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",5.18,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mh^d
MHD,"Blackrock MuniHoldings Fund, Inc.",16.89,$239.69M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhd
MHE,BlackRock Massachusetts Tax-Exempt Trust,13.4899,$31.98M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mhe
MHF,"Western Asset Municipal High Income Fund, Inc.",7.7091,$166.77M,1988,n/a,n/a,https://old.nasdaq.com/symbol/mhf
MHI,Pioneer Municipal High Income Trust,11.97,$272.57M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mhi
MHK,"Mohawk Industries, Inc.",137.35,$9.84B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mhk
MHLA,"Maiden Holdings, Ltd.",18.5,n/a,2016,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhla
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.56,$422.15M,1997,n/a,n/a,https://old.nasdaq.com/symbol/mhn
MHNC,"Maiden Holdings, Ltd.",21.3555,n/a,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mhnc
MHO,"M/I Homes, Inc.",42.96,$1.21B,1993,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
MIC,Macquarie Infrastructure Corporation ,43.17,$3.73B,2004,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/mic
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",7.82,$209.52M,2013,n/a,n/a,https://old.nasdaq.com/symbol/mie
MIN,MFS Intermediate Income Trust,3.79,$443.07M,1988,n/a,n/a,https://old.nasdaq.com/symbol/min
MITT,"AG Mortgage Investment Trust, Inc.",15.42,$504.89M,2011,n/a,n/a,https://old.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^b
MITT^C,"AG Mortgage Investment Trust, Inc.",26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^c
MIXT,MiX Telematics Limited,12.3,$271.17M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mixt
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",14.01,$414.39M,1992,n/a,n/a,https://old.nasdaq.com/symbol/miy
MKC,"McCormick & Company, Incorporated",167.62,$22.28B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mkc.v
MKL,Markel Corporation,1138.92,$15.73B,1986,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mkl
MLI,"Mueller Industries, Inc.",32.04,$1.82B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli
MLM,"Martin Marietta Materials, Inc.",274.59,$17.16B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/mlm
MLP,"Maui Land & Pineapple Company, Inc.",10.9,$210.46M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mlp
MLR,"Miller Industries, Inc.",36.74,$418.84M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mlr
MMC,"Marsh & McLennan Companies, Inc.",111.65,$56.35B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/mmc
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,21.15,$583.6M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mmd
MMI,"Marcus & Millichap, Inc.",36.22,$1.42B,2013,Finance,Real Estate,https://old.nasdaq.com/symbol/mmi
MMM,3M Company,170.75,$98.19B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmm
MMP,Magellan Midstream Partners L.P.,63.27,$14.45B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mmp
MMS,"Maximus, Inc.",73.75,$4.72B,1997,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mms
MMT,MFS Multimarket Income Trust,6.14,$394.47M,1987,n/a,n/a,https://old.nasdaq.com/symbol/mmt
MMU,"Western Asset Managed Municipals Fund, Inc.",13.5201,$585.49M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mmu
MN,"Manning & Napier, Inc.",1.8,$28.07M,2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/mn
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,14.32,$60.28M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mne
MNK,Mallinckrodt plc,3.65,$306.94M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnk
MNP,"Western Asset Municipal Partners Fund, Inc.",15.17,$147.44M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mnp
MNR,Monmouth Real Estate Investment Corporation,14.79,$1.43B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr
MNR^C,Monmouth Real Estate Investment Corporation,25.0245,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mnr^c
MNRL,"Brigham Minerals, Inc.",18.66,$947.46M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mnrl
MO,Altria Group,50.6,$94.53B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo
MOD,Modine Manufacturing Company,7.44,$377.93M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mod
MODN,"Model N, Inc.",34.25,$1.13B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/modn
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.b
MOGU,MOGU Inc.,2.11,$225.73M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu
MOH,Molina Healthcare Inc,134.21,$8.41B,2003,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh
MOS,Mosaic Company (The),19.48,$7.38B,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mos
MOSC,Mosaic Acquisition Corp.,9.98,$430.39M,2017,Finance,Business Services,https://old.nasdaq.com/symbol/mosc
MOSC.U,Mosaic Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/mosc.u
MOSC.WS,Mosaic Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mosc.ws
MOV,Movado Group Inc.,20.84,$479.7M,n/a,Consumer Non-Durables,Consumer Specialties,https://old.nasdaq.com/symbol/mov
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.07,$187.74M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mpa
MPC,Marathon Petroleum Corporation,60.75,$39.45B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc
MPLX,MPLX LP,25.69,$27.19B,2012,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mplx
MPV,Barings Participation Investors,16.22,$171.49M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv
MPW,"Medical Properties Trust, Inc.",20.13,$10.42B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw
MPX,Marine Products Corporation,15.59,$529.44M,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.99,$293.03M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqt
MQY,"Blackrock MuniYield Quality Fund, Inc.",15.05,$462.22M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqy
MR,Montage Resources Corporation,6.73,$241M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr
MRC,MRC Global Inc.,13.92,$1.14B,2012,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc
MRK,"Merck & Company, Inc.",89.29,$227.33B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk
MRO,Marathon Oil Corporation,13.13,$10.5B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro
MS,Morgan Stanley,50.72,$82.1B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,22.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,28.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,28.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^f
MS^G.CL,Morgan Stanley,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^g.cl
MS^I,Morgan Stanley,28.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^i
MS^K,Morgan Stanley,28.3214,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^k
MS^L,Morgan Stanley,25.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^l
MSA,MSA Safety Incorporporated,126.61,$4.9B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa
MSB,Mesabi Trust,23.27,$305.3M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb
MSC,Studio City International Holdings Limited,19.87,$1.56B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
MSCI,MSCI Inc,261.19,$22.12B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/msci
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.77,$199.18M,1993,n/a,n/a,https://old.nasdaq.com/symbol/msd
MSG,The Madison Square Garden Company,283.17,$6.76B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msg
MSGN,MSG Networks Inc.,16.67,$1B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/msgn
MSI,"Motorola Solutions, Inc.",161.4,$27.65B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/msi
MSM,"MSC Industrial Direct Company, Inc.",74.32,$4.11B,1995,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/msm
MT,ArcelorMittal,18.42,$18.64B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mt
MTB,M&T Bank Corporation,170.03,$22.44B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb
MTD,"Mettler-Toledo International, Inc.",781.27,$19.03B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd
MTDR,Matador Resources Company,16.08,$1.88B,2012,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtdr
MTG,MGIC Investment Corporation,14.45,$5.04B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg
MTH,Meritage Corporation,63.53,$2.43B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth
MTL,Mechel PAO,1.87,$467.06M,2004,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,0.6837,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mtl^
MTN,"Vail Resorts, Inc.",248,$9.98B,1997,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/mtn
MTOR,"Meritor, Inc.",24.46,$1.91B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor
MTR,Mesa Royalty Trust,6.465,$12.05M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr
MTRN,Materion Corporation,59.29,$1.21B,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mtrn
MTT,Western Asset Municipal Defined Opportunity Trust Inc,21.15,$257.79M,2009,n/a,n/a,https://old.nasdaq.com/symbol/mtt
MTW,"Manitowoc Company, Inc. (The)",17.3,$611.54M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw
MTX,Minerals Technologies Inc.,55.98,$1.95B,1992,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx
MTZ,"MasTec, Inc.",61.71,$4.71B,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz
MUA,"Blackrock MuniAssets Fund, Inc.",14.93,$537.96M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mua
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",13.88,$569.11M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muc
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.58,$283.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mue
MUFG,Mitsubishi UFJ Financial Group Inc,5.47,$70.65B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg
MUH,"Blackrock MuniHoldings Fund II, Inc.",15.315,$173.62M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muh
MUI,Blackrock Muni Intermediate Duration Fund Inc,14.15,$541.89M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mui
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.27,$430.3M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muj
MUR,Murphy Oil Corporation,25.27,$3.86B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mur
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.53,$163.12M,1998,n/a,n/a,https://old.nasdaq.com/symbol/mus
MUSA,Murphy USA Inc.,118.16,$3.8B,2013,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/musa
MUX,McEwen Mining Inc.,1.04,$416.22M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux
MVC,"MVC Capital, Inc.",9.17,$162.54M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mvc
MVCD,"MVC Capital, Inc.",25.47,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/mvcd
MVF,"MuniVest Fund, Inc.",9.07,$588.07M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mvf
MVO,MV Oil Trust,6.28,$72.22M,2007,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mvo
MVT,"Blackrock MuniVest Fund II, Inc.",14.77,$314.96M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mvt
MWA,Mueller Water Products Inc,11.62,$1.83B,2006,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa
MX,MagnaChip Semiconductor Corporation,11.45,$394.12M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
MXE,"Mexico Equity and Income Fund, Inc. (The)",11.69,$60.46M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",13.83,$207.52M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mxf
MXL,"MaxLinear, Inc",20.99,$1.5B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl
MYC,"Blackrock MuniYield California Fund, Inc.",14.13,$302.66M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myc
MYD,"Blackrock MuniYield Fund, Inc.",14.45,$677.57M,1991,n/a,n/a,https://old.nasdaq.com/symbol/myd
MYE,"Myers Industries, Inc.",17.01,$604.2M,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/mye
MYF,Blackrock MuniYield Investment Fund,14.17,$194.3M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myf
MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.45,$916.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/myi
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.4,$372.03M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.97,$513.44M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myn
MYOV,Myovant Sciences Ltd.,15.47,$1.39B,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myov
MZA,"MuniYield Arizona Fund, Inc.",13.5,$62.59M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mza
NAC,Nuveen California Quality Municipal Income Fund,14.86,$2.15B,1999,n/a,n/a,https://old.nasdaq.com/symbol/nac
NAD,Nuveen Quality Municipal Income Fund,14.56,$2.94B,1999,n/a,n/a,https://old.nasdaq.com/symbol/nad
NAN,Nuveen New York Quality Municipal Income Fund,14.06,$433.77M,1999,n/a,n/a,https://old.nasdaq.com/symbol/nan
NAT,Nordic American Tankers Limited,4.23,$603.23M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nat
NAV,Navistar International Corporation,32.35,$3.21B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,22.1,n/a,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav^d
NAZ,Nuveen Arizona Quality Municipal Income Fund,13.495,$156.15M,1992,n/a,n/a,https://old.nasdaq.com/symbol/naz
NBB,Nuveen Taxable Municipal Income Fund,21.52,$588.7M,2010,n/a,n/a,https://old.nasdaq.com/symbol/nbb
NBHC,National Bank Holdings Corporation,36.85,$1.15B,2012,Finance,Major Banks,https://old.nasdaq.com/symbol/nbhc
NBL,Noble Energy Inc.,22.76,$10.89B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbl
NBLX,Noble Midstream Partners LP,25.22,$2.28B,2016,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/nblx
NBR,Nabors Industries Ltd.,2.62,$952.15M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbr
NBR^A,Nabors Industries Ltd.,20.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nbr^a
NC,"NACCO Industries, Inc.",50.02,$349.86M,n/a,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/nc
NCA,"Nuveen California Municipal Value Fund, Inc.",10.63,$298.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nca
NCB,Nuveen California Municipal Value Fund 2,15.78,$52.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncb
NCLH,Norwegian Cruise Line Holdings Ltd.,55.22,$11.75B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nclh
NCR,NCR Corporation,34.22,$4.37B,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ncr
NCV,AllianzGI Convertible & Income Fund,5.69,$513.54M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,26.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,5.07,$384.95M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,25.7697,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncz^a
NDP,"Tortoise Energy Independence Fund, Inc.",4.04,$59.66M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ndp
NE,Noble Corporation,0.9397,$234.17M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ne
NEA,Nuveen AMT-Free Quality Municipal Income Fund,14.25,$3.74B,2002,n/a,n/a,https://old.nasdaq.com/symbol/nea
NEE,"NextEra Energy, Inc.",239.47,$117.05B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nee
NEE^I,"NextEra Energy, Inc.",25.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nee^i
NEE^J,"NextEra Energy, Inc.",25.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nee^j
NEE^K,"NextEra Energy, Inc.",26.021,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nee^k
NEE^N,"NextEra Energy, Inc.",27.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nee^n
NEE^O,"NextEra Energy, Inc.",50.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nee^o
NEM,Newmont Goldcorp Corporation,40.99,$33.6B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nem
NEP,"NextEra Energy Partners, LP",53.01,$3.22B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nep
NET,"Cloudflare, Inc.",18.37,$5.51B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net
NEU,NewMarket Corporation,485.95,$5.44B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/neu
NEV,Nuveen Enhanced Municipal Value Fund,14.9,$371.76M,2009,n/a,n/a,https://old.nasdaq.com/symbol/nev
NEW,Puxin Limited,9.28,$807.15M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/new
NEWR,"New Relic, Inc.",67,$3.94B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/newr
NEX,NexTier Oilfield Solutions Inc.,6.64,$1.4B,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nex
NEXA,Nexa Resources S.A.,8.91,$1.18B,2017,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nexa
NFC,New Frontier Corporation,10.27,$415.55M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/nfc
NFC.U,New Frontier Corporation,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/nfc.u
NFC.WS,New Frontier Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nfc.ws
NFG,National Fuel Gas Company,46.66,$4.03B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfg
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.16,$1.25B,2005,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj
NGG,"National Grid Transco, PLC",62.52,$43.52B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ngg
NGL,NGL ENERGY PARTNERS LP,11.17,$1.43B,2011,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/ngl
NGL^B,NGL ENERGY PARTNERS LP,25.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngl^b
NGL^C,NGL ENERGY PARTNERS LP,25.494,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngl^c
NGLS^A,Targa Resources Partners LP,26.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngls^a
NGS,"Natural Gas Services Group, Inc.",11.87,$159.89M,2002,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ngs
