Symbol,Name, Sector,Industry,Summary_quote
NEE^O,"NextEra Energy, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/nee^o
NEM,Newmont Goldcorp Corporation,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nem
NEP,"NextEra Energy Partners, LP",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nep
NET,"Cloudflare, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net
NEU,NewMarket Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/neu
NEV,Nuveen Enhanced Municipal Value Fund,n/a,n/a,https://old.nasdaq.com/symbol/nev
NEW,Puxin Limited,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/new
NEWR,"New Relic, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/newr
NEX,NexTier Oilfield Solutions Inc.,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nex
NEXA,Nexa Resources S.A.,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nexa
NFC,New Frontier Corporation,Finance,Business Services,https://old.nasdaq.com/symbol/nfc
NFC.U,New Frontier Corporation,n/a,n/a,https://old.nasdaq.com/symbol/nfc.u
NFC.WS,New Frontier Corporation,n/a,n/a,https://old.nasdaq.com/symbol/nfc.ws
NFG,National Fuel Gas Company,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfg
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj
NGG,"National Grid Transco, PLC",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ngg
NGL,NGL ENERGY PARTNERS LP,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/ngl
NGL^B,NGL ENERGY PARTNERS LP,n/a,n/a,https://old.nasdaq.com/symbol/ngl^b
NGL^C,NGL ENERGY PARTNERS LP,n/a,n/a,https://old.nasdaq.com/symbol/ngl^c
NGLS^A,Targa Resources Partners LP,n/a,n/a,https://old.nasdaq.com/symbol/ngls^a
NGS,"Natural Gas Services Group, Inc.",Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ngs
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains,https://old.nasdaq.com/symbol/ngvc
NGVT,Ingevity Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt
NHA,Nuveen Municipal 2021 Target Term Fund,n/a,n/a,https://old.nasdaq.com/symbol/nha
NHF,NexPoint Strategic Opportunities Fund,n/a,n/a,https://old.nasdaq.com/symbol/nhf
NHI,"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nhi
NI,"NiSource, Inc",Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ni
NI^B,"NiSource, Inc",Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ni^b
NID,Nuveen Intermediate Duration Municipal Term Fund,n/a,n/a,https://old.nasdaq.com/symbol/nid
NIE,AllianzGI Equity & Convertible Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nie
NIM,Nuveen Select Maturities Municipal Fund,n/a,n/a,https://old.nasdaq.com/symbol/nim
NINE,"Nine Energy Service, Inc.",Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nine
NIO,NIO Inc.,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nio
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,n/a,n/a,https://old.nasdaq.com/symbol/niq
NJR,NewJersey Resources Corporation,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/njr
NJV,Nuveen New Jersey Municipal Value Fund,n/a,n/a,https://old.nasdaq.com/symbol/njv
NKE,"Nike, Inc.",Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/nke
NKG,Nuveen Georgia Quality Municipal Income Fund ,n/a,n/a,https://old.nasdaq.com/symbol/nkg
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nkx
NL,"NL Industries, Inc.",Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/nl
NLS,"Nautilus Group, Inc. (The)",Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/nls
NLSN,Nielsen N.V.,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/nlsn
NLY,Annaly Capital Management Inc,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly
NLY^D,Annaly Capital Management Inc,n/a,n/a,https://old.nasdaq.com/symbol/nly^d
NLY^F,Annaly Capital Management Inc,n/a,n/a,https://old.nasdaq.com/symbol/nly^f
NLY^G,Annaly Capital Management Inc,n/a,n/a,https://old.nasdaq.com/symbol/nly^g
NLY^I,Annaly Capital Management Inc,n/a,n/a,https://old.nasdaq.com/symbol/nly^i
NM,Navios Maritime Holdings Inc.,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nm
NM^G,Navios Maritime Holdings Inc.,n/a,n/a,https://old.nasdaq.com/symbol/nm^g
NM^H,Navios Maritime Holdings Inc.,n/a,n/a,https://old.nasdaq.com/symbol/nm^h
NMCO,Nuveen Municipal Credit Opportunities Fund,n/a,n/a,https://old.nasdaq.com/symbol/nmco
NMFC,New Mountain Finance Corporation,n/a,n/a,https://old.nasdaq.com/symbol/nmfc
NMFX,New Mountain Finance Corporation,n/a,n/a,https://old.nasdaq.com/symbol/nmfx
NMI,"Nuveen Municipal Income Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/nmi
NMK^B,"Niagara Mohawk Holdings, Inc.",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/nmk^b
NMK^C,"Niagara Mohawk Holdings, Inc.",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/nmk^c
NMM,Navios Maritime Partners LP,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmm
NMR,Nomura Holdings Inc ADR,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nmr
NMS,Nuveen Minnesota Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nms
NMT,Nuveen Massachusetts Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nmt
NMY,Nuveen Maryland Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nmy
NMZ,Nuveen Municipal High Income Opportunity Fund,n/a,n/a,https://old.nasdaq.com/symbol/nmz
NNA,Navios Maritime Acquisition Corporation,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nna
NNI,"Nelnet, Inc.",Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nni
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nnn
NNN^F,National Retail Properties,n/a,n/a,https://old.nasdaq.com/symbol/nnn^f
NNY,"Nuveen New York Municipal Value Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/nny
NOA,North American Construction Group Ltd.,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/noa
NOAH,Noah Holdings Ltd.,Finance,Investment Managers,https://old.nasdaq.com/symbol/noah
NOC,Northrop Grumman Corporation,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/noc
NOK,Nokia Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/nok
NOM,Nuveen Missouri Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nom
NOMD,Nomad Foods Limited,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/nomd
NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications,https://old.nasdaq.com/symbol/nov
NOVA,Sunnova Energy International Inc.,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova
NOW,"ServiceNow, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/now
NP,"Neenah, Inc.",Basic Industries,Paper,https://old.nasdaq.com/symbol/np
NPK,"National Presto Industries, Inc.",Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/npk
NPN,Nuveen Pennsylvania Municipal Value Fund,n/a,n/a,https://old.nasdaq.com/symbol/npn
NPO,EnPro Industries,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/npo
NPTN,NeoPhotonics Corporation,Technology,Semiconductors,https://old.nasdaq.com/symbol/nptn
NPV,Nuveen Virginia Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/npv
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nqp
NR,"Newpark Resources, Inc.",Energy,Metal Fabrications,https://old.nasdaq.com/symbol/nr
NRG,"NRG Energy, Inc.",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nrg
NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,n/a,n/a,https://old.nasdaq.com/symbol/nrgx
NRK,Nuveen New York AMT-Free Quality Municipal,n/a,n/a,https://old.nasdaq.com/symbol/nrk
NRP,Natural Resource Partners LP,Energy,Coal Mining,https://old.nasdaq.com/symbol/nrp
NRT,North European Oil Royality Trust,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nrt
NRUC,National Rural Utilities Cooperative Finance Corporation,Finance,Diversified Financial Services,https://old.nasdaq.com/symbol/nruc
NRZ,New Residential Investment Corp.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nrz
NRZ^A,New Residential Investment Corp.,n/a,n/a,https://old.nasdaq.com/symbol/nrz^a
NRZ^B,New Residential Investment Corp.,n/a,n/a,https://old.nasdaq.com/symbol/nrz^b
NS,Nustar Energy L.P.,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/ns
NS^A,Nustar Energy L.P.,n/a,n/a,https://old.nasdaq.com/symbol/ns^a
NS^B,Nustar Energy L.P.,n/a,n/a,https://old.nasdaq.com/symbol/ns^b
NS^C,Nustar Energy L.P.,n/a,n/a,https://old.nasdaq.com/symbol/ns^c
NSA,National Storage Affiliates Trust,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nsa
NSA^A,National Storage Affiliates Trust,n/a,n/a,https://old.nasdaq.com/symbol/nsa^a
NSC,Norfolk Southern Corporation,Transportation,Railroads,https://old.nasdaq.com/symbol/nsc
NSCO,"Nesco Holdings, Inc.",Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/nsco
NSCO.WS,"Nesco Holdings, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/nsco.ws
NSL,Nuveen Senior Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nsl
NSP,"Insperity, Inc.",Technology,Professional Services,https://old.nasdaq.com/symbol/nsp
NSS,"NuStar Logistics, L.P.",n/a,n/a,https://old.nasdaq.com/symbol/nss
NTB,Bank of N.T. Butterfield & Son Limited (The),Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb
NTEST,NASDAQ TEST STOCK,n/a,n/a,https://old.nasdaq.com/symbol/ntest
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,https://old.nasdaq.com/symbol/ntest.a
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,https://old.nasdaq.com/symbol/ntest.b
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,https://old.nasdaq.com/symbol/ntest.c
NTG,"Tortoise Midstream Energy Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/ntg
NTP,Nam Tai Property Inc.,Finance,Real Estate,https://old.nasdaq.com/symbol/ntp
NTR,Nutrien Ltd.,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/ntr
NTX,Nuveen Texas Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/ntx
NTZ,"Natuzzi, S.p.A.",Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/ntz
NUE,Nucor Corporation,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/nue
NUM,Nuveen Michigan Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/num
NUO,Nuveen Ohio Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nuo
NUS,"Nu Skin Enterprises, Inc.",Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/nus
NUV,Nuveen AMT-Free Municipal Value Fund,n/a,n/a,https://old.nasdaq.com/symbol/nuv
NUW,Nuveen AMT-Free Municipal Value Fund,n/a,n/a,https://old.nasdaq.com/symbol/nuw
NVG,Nuveen AMT-Free Municipal Credit Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nvg
NVGS,Navigator Holdings Ltd.,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nvgs
NVO,Novo Nordisk A/S,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvo
NVR,"NVR, Inc.",Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/nvr
NVRO,Nevro Corp.,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvro
NVS,Novartis AG,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvs
NVST,Envista Holdings Corporation,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst
NVST$,Envista Holdings Corporation,n/a,n/a,https://old.nasdaq.com/symbol/nvst$
NVT,nVent Electric plc,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/nvt
NVTA,Invitae Corporation,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta
NWE,NorthWestern Corporation,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nwe
NWHM,New Home Company Inc. (The),Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/nwhm
NWN,Northwest Natural Holding Company,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nwn
NX,Quanex Building Products Corporation,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/nx
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,n/a,n/a,https://old.nasdaq.com/symbol/nxc
NXJ,Nuveen New Jersey Quality Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nxj
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,n/a,n/a,https://old.nasdaq.com/symbol/nxn
NXP,Nuveen Select Tax Free Income Portfolio,n/a,n/a,https://old.nasdaq.com/symbol/nxp
NXQ,Nuveen Select Tax Free Income Portfolio II,n/a,n/a,https://old.nasdaq.com/symbol/nxq
NXR,Nuveen Select Tax Free Income Portfolio III,n/a,n/a,https://old.nasdaq.com/symbol/nxr
NXRT,"NexPoint Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nxrt
NYCB,"New York Community Bancorp, Inc.",Finance,Banks,https://old.nasdaq.com/symbol/nycb
NYCB^A,"New York Community Bancorp, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/nycb^a
NYCB^U,"New York Community Bancorp, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/nycb^u
NYT,New York Times Company (The),Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nyt
NYV,Nuveen New York Municipal Value Fund 2,n/a,n/a,https://old.nasdaq.com/symbol/nyv
NZF,Nuveen Municipal Credit Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/nzf
O,Realty Income Corporation,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/o
OAC,Oaktree Acquisition Corp.,Finance,Business Services,https://old.nasdaq.com/symbol/oac
OAC.U,Oaktree Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/oac.u
OAC.WS,Oaktree Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/oac.ws
OAK^A,"Oaktree Capital Group, LLC",n/a,n/a,https://old.nasdaq.com/symbol/oak^a
OAK^B,"Oaktree Capital Group, LLC",n/a,n/a,https://old.nasdaq.com/symbol/oak^b
OAS,Oasis Petroleum Inc.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/oas
OBE,Obsidian Energy Ltd.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/obe
OC,Owens Corning Inc,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/oc
OCFT,"OneConnect Financial Technology Co., Ltd.",Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ocft
OCN,Ocwen Financial Corporation,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ocn
ODC,Oil-Dri Corporation Of America,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/odc
OEC,Orion Engineered Carbons S.A,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/oec
OFC,Corporate Office Properties Trust,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ofc
OFG,OFG Bancorp,Finance,Major Banks,https://old.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,Finance,Major Banks,https://old.nasdaq.com/symbol/ofg^a
OFG^B,OFG Bancorp,n/a,n/a,https://old.nasdaq.com/symbol/ofg^b
OFG^D,OFG Bancorp,n/a,n/a,https://old.nasdaq.com/symbol/ofg^d
OGE,OGE Energy Corp,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/oge
OGS,"ONE Gas, Inc.",Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ogs
OHI,"Omega Healthcare Investors, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ohi
OI,"Owens-Illinois, Inc.",Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/oi
OIA,Invesco Municipal Income Opportunities Trust,n/a,n/a,https://old.nasdaq.com/symbol/oia
OIBR.C,Oi S.A.,n/a,n/a,https://old.nasdaq.com/symbol/oibr.c
OII,"Oceaneering International, Inc.",Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/oii
OIS,"Oil States International, Inc.",Energy,Metal Fabrications,https://old.nasdaq.com/symbol/ois
OKE,"ONEOK, Inc.",Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/oke
OLN,Olin Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/oln
OLP,"One Liberty Properties, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/olp
OMC,Omnicom Group Inc.,Technology,Advertising,https://old.nasdaq.com/symbol/omc
OMF,"OneMain Holdings, Inc.",Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/omf
OMI,"Owens & Minor, Inc.",Health Care,Medical Specialities,https://old.nasdaq.com/symbol/omi
OMN,OMNOVA Solutions Inc.,Basic Industries,Specialty Chemicals,https://old.nasdaq.com/symbol/omn
OMP,Oasis Midstream Partners LP,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/omp
ONDK,"On Deck Capital, Inc.",Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ondk
ONE,OneSmart International Education Group Limited,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/one
ONTO,Onto Innovation Inc.,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/onto
OOMA,"Ooma, Inc.",Technology,EDP Services,https://old.nasdaq.com/symbol/ooma
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/opp
OPY,"Oppenheimer Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/opy
OR,Osisko Gold Royalties Ltd,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/or
ORA,"Ormat Technologies, Inc.",Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ora
ORAN,Orange,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/oran
ORC,"Orchid Island Capital, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/orc
ORCC,Owl Rock Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/orcc
ORCL,Oracle Corporation,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/orcl
ORI,Old Republic International Corporation,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ori
ORN,"Orion Group Holdings, Inc.",Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/orn
OSB,Norbord Inc.,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/osb
OSG,"Overseas Shipholding Group, Inc.",Transportation,Marine Transportation,https://old.nasdaq.com/symbol/osg
OSK,Oshkosh Corporation,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/osk
OSLE,Oaktree Specialty Lending Corporation,n/a,n/a,https://old.nasdaq.com/symbol/osle
OUT,OUTFRONT Media Inc.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/out
OXM,"Oxford Industries, Inc.",Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/oxm
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/oxy
PAA,"Plains All American Pipeline, L.P.",Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/paa
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",Transportation,Aerospace,https://old.nasdaq.com/symbol/pac
PACD,Pacific Drilling S.A.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pacd
PACK,Ranpak Holdings Corp,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/pack
PACK.WS,Ranpak Holdings Corp,n/a,n/a,https://old.nasdaq.com/symbol/pack.ws
PAG,"Penske Automotive Group, Inc.",Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/pag
PAGP,"Plains Group Holdings, L.P.",Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/pagp
PAGS,PagSeguro Digital Ltd.,Technology,EDP Services,https://old.nasdaq.com/symbol/pags
PAI,Western Asset Investment Grade Income Fund Inc.,n/a,n/a,https://old.nasdaq.com/symbol/pai
PAM,Pampa Energia S.A.,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pam
PANW,"Palo Alto Networks, Inc.",Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/panw
PAR,PAR Technology Corporation,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/par
PARR,"Par Pacific Holdings, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/parr
PAYC,"Paycom Software, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/payc
PB,"Prosperity Bancshares, Inc.",Finance,Major Banks,https://old.nasdaq.com/symbol/pb
PBA,Pembina Pipeline Corp.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pba
PBB,Prospect Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/pbb
PBC,Prospect Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/pbc
PBF,PBF Energy Inc.,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/pbf
PBFX,PBF Logistics LP,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/pbfx
PBH,Prestige Consumer Healthcare Inc.,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pbh
PBI,Pitney Bowes Inc.,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/pbi
PBI^B,Pitney Bowes Inc.,n/a,n/a,https://old.nasdaq.com/symbol/pbi^b
PBR,Petroleo Brasileiro S.A.- Petrobras,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pbr
PBR.A,Petroleo Brasileiro S.A.- Petrobras,n/a,n/a,https://old.nasdaq.com/symbol/pbr.a
PBT,Permian Basin Royalty Trust,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pbt
PBY,Prospect Capital Corporation,n/a,n/a,https://old.nasdaq.com/symbol/pby
PCF,High Income Securities Fund,n/a,n/a,https://old.nasdaq.com/symbol/pcf
PCG,Pacific Gas & Electric Co.,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/pcg
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/pci
PCK,Pimco California Municipal Income Fund II,n/a,n/a,https://old.nasdaq.com/symbol/pck
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/pcm
PCN,Pimco Corporate & Income Stategy Fund,n/a,n/a,https://old.nasdaq.com/symbol/pcn
PCQ,PIMCO California Municipal Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/pcq
PD,"PagerDuty, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/pd
PDI,PIMCO Dynamic Income Fund,n/a,n/a,https://old.nasdaq.com/symbol/pdi
PDM,"Piedmont Office Realty Trust, Inc.",Consumer Services,Building operators,https://old.nasdaq.com/symbol/pdm
